Match ID,sbti_uid,forbes_uid,sbti_company,forbes_company,Similarity Score,sbti_fobes_uids
sbti_forbes_4260,SBTI_4260,Forbes_951,Polarium Energy Solutions AB,Motorola Solutions,61,SBTI_4260Forbes_951
sbti_forbes_4316,SBTI_4316,Forbes_63,Procter & Gamble Company,Procter & Gamble,78,SBTI_4316Forbes_63
sbti_forbes_4002,SBTI_4002,Forbes_545,OKA Direct Ltd,Tokyo Electron,50,SBTI_4002Forbes_545
sbti_forbes_1412,SBTI_1412,Forbes_649,denkstatt GmbH,Mitsubishi Estate,52,SBTI_1412Forbes_649
sbti_forbes_4571,SBTI_4571,Forbes_1248,Royal DSM,Royal Mail,74,SBTI_4571Forbes_1248
sbti_forbes_2418,SBTI_2418,Forbes_853,"Henan Zhongfu High Precision Aluminium Products Co.,Ltd",Aluminum Corp of China,45,SBTI_2418Forbes_853
sbti_forbes_3268,SBTI_3268,Forbes_525,Logista,Prologis,67,SBTI_3268Forbes_525
sbti_forbes_1439,SBTI_1439,Forbes_1155,Devoteam,DaVita,57,SBTI_1439Forbes_1155
sbti_forbes_4799,SBTI_4799,Forbes_863,Shanghai Shenyun Ferronalloy Co.Ltd,Shanghai International Port,55,SBTI_4799Forbes_863
sbti_forbes_2286,SBTI_2286,Forbes_323,Gruppo La Doria S.P.A.,Altria Group,55,SBTI_2286Forbes_323
sbti_forbes_1244,SBTI_1244,Forbes_230,Cosun Beet Company,Southern Company,65,SBTI_1244Forbes_230
sbti_forbes_5908,SBTI_5908,Forbes_1555,WAREMA Renkhoff SE,Kumho Petrochemical,49,SBTI_5908Forbes_1555
sbti_forbes_3346,SBTI_3346,Forbes_390,Magazine de Bijenkorf B.V.,Bank Of Shanghai,49,SBTI_3346Forbes_390
sbti_forbes_3144,SBTI_3144,Forbes_1857,Laird Thermal Systems,Veeva Systems,59,SBTI_3144Forbes_1857
sbti_forbes_3076,SBTI_3076,Forbes_936,Körber AG,Carlsberg,59,SBTI_3076Forbes_936
sbti_forbes_1193,SBTI_1193,Forbes_1115,Conceria Stefania S.p.A.,Siam Commercial Bank,56,SBTI_1193Forbes_1115
sbti_forbes_3832,SBTI_3832,Forbes_1532,"Nichirin Co., Ltd.",Nitori Holdings,53,SBTI_3832Forbes_1532
sbti_forbes_4481,SBTI_4481,Forbes_889,Renesas Electronics Corporation,Renesas Electronics,76,SBTI_4481Forbes_889
sbti_forbes_2653,SBTI_2653,Forbes_965,Infomed Fluids s.r.l.,Hormel Foods,50,SBTI_2653Forbes_965
sbti_forbes_3716,SBTI_3716,Forbes_823,N3 Group AS,Absa Group,76,SBTI_3716Forbes_823
sbti_forbes_242,SBTI_242,Forbes_1255,ALPLA Werke Alvin Lehner GmbH & Co KG,Western Alliance Bancorp.,47,SBTI_242Forbes_1255
sbti_forbes_2180,SBTI_2180,Forbes_1397,Golden State Foods,Wens Foodstuff Group,58,SBTI_2180Forbes_1397
sbti_forbes_2673,SBTI_2673,Forbes_1469,Inkia Energy Group (Nautilus Energy Holdings LLC),Ningxia Baofeng Energy Group,59,SBTI_2673Forbes_1469
sbti_forbes_1342,SBTI_1342,Forbes_615,Dalmia Bharat Limited,Delta Air Lines,56,SBTI_1342Forbes_615
sbti_forbes_4601,SBTI_4601,Forbes_546,S2S Electronics Ltd,LG Electronics,79,SBTI_4601Forbes_546
sbti_forbes_1870,SBTI_1870,Forbes_590,"Ficosa International, S.A.",Fosun International,79,SBTI_1870Forbes_590
sbti_forbes_1212,SBTI_1212,Forbes_920,Conversio,Covestro,71,SBTI_1212Forbes_920
sbti_forbes_2853,SBTI_2853,Forbes_594,JIASHIHAO (MYANMAR) LIMITED,Vedanta Limited,55,SBTI_2853Forbes_594
sbti_forbes_3061,SBTI_3061,Forbes_644,"Kolon Industries, INC.",Hindalco Industries,72,SBTI_3061Forbes_644
sbti_forbes_3965,SBTI_3965,Forbes_943,O-I Glass,Korea Gas,56,SBTI_3965Forbes_943
sbti_forbes_400,SBTI_400,Forbes_1775,Arthur Cox LLP,Toll Brothers,59,SBTI_400Forbes_1775
sbti_forbes_6014,SBTI_6014,Forbes_1586,Workplace Designs Pvt Ltd,Palo Alto Networks,47,SBTI_6014Forbes_1586
sbti_forbes_697,SBTI_697,Forbes_67,Billerud AB,AbbVie,59,SBTI_697Forbes_67
sbti_forbes_5366,SBTI_5366,Forbes_1827,"The ANSCO Co., Ltd.",Yunnan Copper Co. Ltd.,56,SBTI_5366Forbes_1827
sbti_forbes_5045,SBTI_5045,Forbes_1342,SSOE Group,StoneX Group,82,SBTI_5045Forbes_1342
sbti_forbes_5862,SBTI_5862,Forbes_217,Vital Human Resources Ltd,China Resources Land,62,SBTI_5862Forbes_217
sbti_forbes_290,SBTI_290,Forbes_90,AMES Group Sintering S.A,American International Group,65,SBTI_290Forbes_90
sbti_forbes_608,SBTI_608,Forbes_67,BBVA,AbbVie,60,SBTI_608Forbes_67
sbti_forbes_2042,SBTI_2042,Forbes_1650,G. Güldenpfennig GmbH,Ganfeng Lithium,47,SBTI_2042Forbes_1650
sbti_forbes_3260,SBTI_3260,Forbes_901,"LLC ""GREEN COOL"" (UBC Group)",Coles Group,57,SBTI_3260Forbes_901
sbti_forbes_757,SBTI_757,Forbes_1577,Bonnier News,News Corp,67,SBTI_757Forbes_1577
sbti_forbes_1325,SBTI_1325,Forbes_1636,"Dai Nippon Printing Co., Ltd.",Dai Nippon Printing,84,SBTI_1325Forbes_1636
sbti_forbes_5524,SBTI_5524,Forbes_1766,Top Sports Textile Limited,Medical Properties Trust,48,SBTI_5524Forbes_1766
sbti_forbes_1447,SBTI_1447,Forbes_1738,Di Luca & Di Luca AB,Abu Dhabi Islamic Bank,45,SBTI_1447Forbes_1738
sbti_forbes_1413,SBTI_1413,Forbes_851,Denmaur Independent Papers Limited,Genuine Parts,47,SBTI_1413Forbes_851
sbti_forbes_1027,SBTI_1027,Forbes_1471,Charoen Pokphand Foods Public Company Limited,Charoen Pokphand Foods,66,SBTI_1027Forbes_1471
sbti_forbes_28,SBTI_28,Forbes_1662,AAK AB,Harbin Bank,59,SBTI_28Forbes_1662
sbti_forbes_5073,SBTI_5073,Forbes_1720,STCH INTEGRATED MARKETING SOLUTION PRIVATE LIMITED,Qinghai Salt Lake Industry,45,SBTI_5073Forbes_1720
sbti_forbes_2102,SBTI_2102,Forbes_1935,GENUI GmbH,Genmab,62,SBTI_2102Forbes_1935
sbti_forbes_3003,SBTI_3003,Forbes_1711,Kikkoman Corporation,Sumec Corporation,70,SBTI_3003Forbes_1711
sbti_forbes_3155,SBTI_3155,Forbes_983,Landis+Gyr Group AG,Agile Group Holdings,67,SBTI_3155Forbes_983
sbti_forbes_5564,SBTI_5564,Forbes_1280,TRAC International Ltd,Yara International,80,SBTI_5564Forbes_1280
sbti_forbes_1793,SBTI_1793,Forbes_1722,EVOCA S.p.a.,Nexi S.p.A.,67,SBTI_1793Forbes_1722
sbti_forbes_4766,SBTI_4766,Forbes_475,Semcon AB,SEB AB,67,SBTI_4766Forbes_475
sbti_forbes_1362,SBTI_1362,Forbes_905,Datagraphic,AntarChile,57,SBTI_1362Forbes_905
sbti_forbes_4448,SBTI_4448,Forbes_1245,REDEVCO B.V.,Bank of Greece,56,SBTI_4448Forbes_1245
sbti_forbes_2255,SBTI_2255,Forbes_183,Groupe RG,ING Group,78,SBTI_2255Forbes_183
sbti_forbes_4494,SBTI_4494,Forbes_465,RESONEO,Bridgestone,67,SBTI_4494Forbes_465
sbti_forbes_1220,SBTI_1220,Forbes_1797,Coor Service Management,Service Corp Intl,70,SBTI_1220Forbes_1797
sbti_forbes_3947,SBTI_3947,Forbes_219,NUADI SADECA GROUP,Midea Group,69,SBTI_3947Forbes_219
sbti_forbes_722,SBTI_722,Forbes_97,BLG LOGISTICS GROUP AG & Co. KG,Lloyds Banking Group,50,SBTI_722Forbes_97
sbti_forbes_5141,SBTI_5141,Forbes_463,SUND Holding GmbH + Co. KG,Sunac China Holdings,65,SBTI_5141Forbes_463
sbti_forbes_5027,SBTI_5027,Forbes_1370,SPL Powerlines UK Ltd,Powerlong Real Estate ,52,SBTI_5027Forbes_1370
sbti_forbes_1230,SBTI_1230,Forbes_736,Corialis,Coinbase,62,SBTI_1230Forbes_736
sbti_forbes_688,SBTI_688,Forbes_594,Bibby Marine Limited,Vedanta Limited,57,SBTI_688Forbes_594
sbti_forbes_252,SBTI_252,Forbes_323,Altri SGPS S.A.,Altria Group,62,SBTI_252Forbes_323
sbti_forbes_3348,SBTI_3348,Forbes_695,Magnit Global,Global Payments,71,SBTI_3348Forbes_695
sbti_forbes_742,SBTI_742,Forbes_1722,BoConcept A/S,Nexi S.p.A.,61,SBTI_742Forbes_1722
sbti_forbes_166,SBTI_166,Forbes_507,Airties Group S.A.S.,Erste Group Bank,63,SBTI_166Forbes_507
sbti_forbes_3517,SBTI_3517,Forbes_952,"Merck & Co., Inc., Rahway, NJ USA, which is known as MSD outside the U.S. and Canada",Shanghai Rural Commercial Bank,36,SBTI_3517Forbes_952
sbti_forbes_4711,SBTI_4711,Forbes_1878,Schüco International KG,WESCO International,83,SBTI_4711Forbes_1878
sbti_forbes_5016,SBTI_5016,Forbes_1482,Spedition Bork GmbH & Co. KG,BCI-Banco Credito,52,SBTI_5016Forbes_1482
sbti_forbes_3710,SBTI_3710,Forbes_1518,MyMobility,Agility,59,SBTI_3710Forbes_1518
sbti_forbes_4295,SBTI_4295,Forbes_1979,PricewaterhouseCoopers International Limited (PwC IL),Logitech International,55,SBTI_4295Forbes_1979
sbti_forbes_817,SBTI_817,Forbes_869,British Business Bank plc,Saudi British Bank,70,SBTI_817Forbes_869
sbti_forbes_4553,SBTI_4553,Forbes_1151,Rolls-Royce plc,Rolls-Royce Holdings,74,SBTI_4553Forbes_1151
sbti_forbes_5092,SBTI_5092,Forbes_602,Stirland Paterson (Printers) Limited,Edison International,52,SBTI_5092Forbes_602
sbti_forbes_427,SBTI_427,Forbes_1024,Ashwin Precision Products Pvt Ltd,Anta Sports Products,57,SBTI_427Forbes_1024
sbti_forbes_1877,SBTI_1877,Forbes_512,"FineToday Co., Ltd.",Continental,59,SBTI_1877Forbes_512
sbti_forbes_6131,SBTI_6131,Forbes_1832,"Zhejiang Tongli Heavy Machinery Manufacturing Co.,Ltd",Zhejiang Expressway Co. Ltd.,49,SBTI_6131Forbes_1832
sbti_forbes_5694,SBTI_5694,Forbes_1473,UNIQUE DELTA FORCE SECURITY PVT LTD,Orient Securities,54,SBTI_5694Forbes_1473
sbti_forbes_2335,SBTI_2335,Forbes_439,HAMELIN GROUP,Michelin Group,81,SBTI_2335Forbes_439
sbti_forbes_660,SBTI_660,Forbes_1402,"Berlin Packaging, LLC",Packaging Corp of America,67,SBTI_660Forbes_1402
sbti_forbes_2368,SBTI_2368,Forbes_1911,"HASHIMOTO METAL CO.,LTD",Commercial Metals,51,SBTI_2368Forbes_1911
sbti_forbes_2981,SBTI_2981,Forbes_329,"Kensing, LLC",Kering,59,SBTI_2981Forbes_329
sbti_forbes_1673,SBTI_1673,Forbes_647,Emirates Driving Company P.J.S.C.,International Holding Company,56,SBTI_1673Forbes_647
sbti_forbes_1381,SBTI_1381,Forbes_1105,Deceuninck,BDO Unibank,57,SBTI_1381Forbes_1105
sbti_forbes_860,SBTI_860,Forbes_1542,Burges Salmon LLP,Ingersoll Rand,52,SBTI_860Forbes_1542
sbti_forbes_594,SBTI_594,Forbes_1899,Barilla G.R. Fratelli SpA,Azrieli Group,54,SBTI_594Forbes_1899
sbti_forbes_3533,SBTI_3533,Forbes_1751,Metrics Credit Partners,Credito Emiliano,56,SBTI_3533Forbes_1751
sbti_forbes_1344,SBTI_1344,Forbes_623,"Daming Heavy Industry Co., Ltd",Sany Heavy Industry,64,SBTI_1344Forbes_623
sbti_forbes_829,SBTI_829,Forbes_64,Browns Food Group,BMW Group,62,SBTI_829Forbes_64
sbti_forbes_1713,SBTI_1713,Forbes_666,"EPAL - Empresa Portugesa das Aguas Livres, S.A.",Edp-energias De Portugal,48,SBTI_1713Forbes_666
sbti_forbes_4761,SBTI_4761,Forbes_665,"SEKISUI CHEMICAL CO., LTD",Mitsubishi Chemical,67,SBTI_4761Forbes_665
sbti_forbes_5311,SBTI_5311,Forbes_1613,"TEG Co.,Ltd.","LG Innotek Co.,",52,SBTI_5311Forbes_1613
sbti_forbes_2998,SBTI_2998,Forbes_1735,Kid-A Ltd,Rite Aid,59,SBTI_2998Forbes_1735
sbti_forbes_4804,SBTI_4804,Forbes_108,"Shanghai Welldone Events Co., Ltd",Shanghai Pudong Development,55,SBTI_4804Forbes_108
sbti_forbes_1035,SBTI_1035,Forbes_1981,Chicony Electronics Co. Ltd.,WT Microelectronics,71,SBTI_1035Forbes_1981
sbti_forbes_5718,SBTI_5718,Forbes_594,UPDATER SERVICES LIMITED,Vedanta Limited,62,SBTI_5718Forbes_594
sbti_forbes_628,SBTI_628,Forbes_1204,Beijer Ref AB,Beiersdorf,61,SBTI_628Forbes_1204
sbti_forbes_4218,SBTI_4218,Forbes_1776,Pi Group Ltd,PIK Group,76,SBTI_4218Forbes_1776
sbti_forbes_5109,SBTI_5109,Forbes_379,STRATEC SE,State Street,64,SBTI_5109Forbes_379
sbti_forbes_2260,SBTI_2260,Forbes_1037,Grove Collaborative,Bio-Rad Laboratories,62,SBTI_2260Forbes_1037
sbti_forbes_781,SBTI_781,Forbes_772,BOUYGUES TELECOM,SK Telecom,69,SBTI_781Forbes_772
sbti_forbes_5984,SBTI_5984,Forbes_161,Winkler Partners,Møller-Maersk,57,SBTI_5984Forbes_161
sbti_forbes_3467,SBTI_3467,Forbes_1711,McDonald's Corporation,Sumec Corporation,72,SBTI_3467Forbes_1711
sbti_forbes_584,SBTI_584,Forbes_52,Bandpay& Greuter,TD Bank Group,57,SBTI_584Forbes_52
sbti_forbes_3238,SBTI_3238,Forbes_993,Linesight,Link REIT,67,SBTI_3238Forbes_993
sbti_forbes_4819,SBTI_4819,Forbes_1934,"ShenZhen Skyworth Digital Technology Co., LTD",Shenzhen Inovance Technology,59,SBTI_4819Forbes_1934
sbti_forbes_1002,SBTI_1002,Forbes_1168,CERATIZIT S.A.,Fastighets Balder,53,SBTI_1002Forbes_1168
sbti_forbes_449,SBTI_449,Forbes_1722,ASTM S.p.A.,Nexi S.p.A.,60,SBTI_449Forbes_1722
sbti_forbes_1095,SBTI_1095,Forbes_1486,CK Hutchison Group Telecom Holdings Limited,Iida Group Holdings,58,SBTI_1095Forbes_1486
sbti_forbes_3600,SBTI_3600,Forbes_140,Mitie,Mitsui,73,SBTI_3600Forbes_140
sbti_forbes_479,SBTI_479,Forbes_1009,Aubay,eBay,67,SBTI_479Forbes_1009
sbti_forbes_3935,SBTI_3935,Forbes_750,NRG Energy Inc,NRG Energy,83,SBTI_3935Forbes_750
sbti_forbes_1544,SBTI_1544,Forbes_901,Dutch Flower Group,Coles Group,62,SBTI_1544Forbes_901
sbti_forbes_891,SBTI_891,Forbes_1381,Caixa Geral de Depósitos,Cadence Design,54,SBTI_891Forbes_1381
sbti_forbes_5785,SBTI_5785,Forbes_1476,"Ventas, Inc.",Ventas,75,SBTI_5785Forbes_1476
sbti_forbes_2520,SBTI_2520,Forbes_653,"HOU-TECH CO., LTD",ASE Technology Holding,54,SBTI_2520Forbes_653
sbti_forbes_4212,SBTI_4212,Forbes_492,Phastar,Paccar,62,SBTI_4212Forbes_492
sbti_forbes_1812,SBTI_1812,Forbes_217,F. Hoffmann-La Roche Ltd,China Resources Land,51,SBTI_1812Forbes_217
sbti_forbes_5522,SBTI_5522,Forbes_529,Tönnies Holding ApS & Co. KG,CK Asset Holdings,63,SBTI_5522Forbes_529
sbti_forbes_5339,SBTI_5339,Forbes_230,Tennant Company,Southern Company,71,SBTI_5339Forbes_230
sbti_forbes_320,SBTI_320,Forbes_1024,ANTA Sports Products Limited,Anta Sports Products,83,SBTI_320Forbes_1024
sbti_forbes_4824,SBTI_4824,Forbes_436,"shimada INDUSTRIAL co.,ltd",CNH Industrial,62,SBTI_4824Forbes_436
sbti_forbes_4776,SBTI_4776,Forbes_1552,Sergel Group,Scentre Group,80,SBTI_4776Forbes_1552
sbti_forbes_3,SBTI_3,Forbes_598,2 Sisters Food Group,Credit Suisse Group,62,SBTI_3Forbes_598
sbti_forbes_3363,SBTI_3363,Forbes_1609,Mahindra Sanyo Special Steel,Stifel Financial,59,SBTI_3363Forbes_1609
sbti_forbes_1938,SBTI_1938,Forbes_1122,Företagsväxter i Knivsta AB,West Fraser Timber Co.,52,SBTI_1938Forbes_1122
sbti_forbes_1260,SBTI_1260,Forbes_647,"Cramer Production Company, Inc.",International Holding Company,55,SBTI_1260Forbes_647
sbti_forbes_790,SBTI_790,Forbes_418,Bramming Plast-Industri A/S,Daikin Industries,59,SBTI_790Forbes_418
sbti_forbes_4682,SBTI_4682,Forbes_352,Savonnerie de Haute Provence,Standard Chartered,48,SBTI_4682Forbes_352
sbti_forbes_1490,SBTI_1490,Forbes_679,Döhler Group SE,WEC Energy Group,67,SBTI_1490Forbes_679
sbti_forbes_4927,SBTI_4927,Forbes_678,SKIS ROSSIGNOL SAS,Ross Stores,48,SBTI_4927Forbes_678
sbti_forbes_5681,SBTI_5681,Forbes_890,"Under Armour, Inc.",Universal Music Group,59,SBTI_5681Forbes_890
sbti_forbes_3448,SBTI_3448,Forbes_1832,"MATSUNAGA KENSETSU Co.,Ltd",Zhejiang Expressway Co. Ltd.,55,SBTI_3448Forbes_1832
sbti_forbes_4097,SBTI_4097,Forbes_1991,Ottobock SE & Co. KGaA,Kloeckner & Co,52,SBTI_4097Forbes_1991
sbti_forbes_1891,SBTI_1891,Forbes_1022,Fisher & Paykel Healthcare Corporation Limited,iA Financial Corporation,50,SBTI_1891Forbes_1022
sbti_forbes_1569,SBTI_1569,Forbes_1601,EASTMAN EXPORTS GLOBAL CLOTHING PVT LTD,ZTO Express (Cayman),46,SBTI_1569Forbes_1601
sbti_forbes_666,SBTI_666,Forbes_1405,Berylls Group GmbH,Berry Global Group,72,SBTI_666Forbes_1405
sbti_forbes_2007,SBTI_2007,Forbes_97,"FUJI BAKING GROUP CO., LTD.",Lloyds Banking Group,68,SBTI_2007Forbes_97
sbti_forbes_1131,SBTI_1131,Forbes_1115,CMA CGM S.A.,Siam Commercial Bank,52,SBTI_1131Forbes_1115
sbti_forbes_872,SBTI_872,Forbes_282,Byggvesta AB,Investor AB,61,SBTI_872Forbes_282
sbti_forbes_1576,SBTI_1576,Forbes_818,Echosens SA,Stora Enso,57,SBTI_1576Forbes_818
sbti_forbes_2204,SBTI_2204,Forbes_599,Great British Communications Ltd,Rogers Communications,64,SBTI_2204Forbes_599
sbti_forbes_5353,SBTI_5353,Forbes_51,Tesla Inc.,Intel,71,SBTI_5353Forbes_51
sbti_forbes_2019,SBTI_2019,Forbes_1613,"FUJINO KOUGYOU Co., Ltd.","LG Innotek Co.,",53,SBTI_2019Forbes_1613
sbti_forbes_77,SBTI_77,Forbes_1415,Acque Bresciane,Faurecia,61,SBTI_77Forbes_1415
sbti_forbes_3680,SBTI_3680,Forbes_1389,MSCI Inc.,MSCI,67,SBTI_3680Forbes_1389
sbti_forbes_4857,SBTI_4857,Forbes_1479,Sia Partners,Gartner,63,SBTI_4857Forbes_1479
sbti_forbes_4017,SBTI_4017,Forbes_616,Olle Nyberg Chark AB,Bharat Petroleum,56,SBTI_4017Forbes_616
sbti_forbes_2690,SBTI_2690,Forbes_447,INSPUR,Naspers,62,SBTI_2690Forbes_447
sbti_forbes_2662,SBTI_2662,Forbes_666,"Infraestruturas de Portugal, S.A.",Edp-energias De Portugal,55,SBTI_2662Forbes_666
sbti_forbes_4515,SBTI_4515,Forbes_436,"RIKO Industrial Co., Ltd.",CNH Industrial,67,SBTI_4515Forbes_436
sbti_forbes_2218,SBTI_2218,Forbes_158,Greenify ApS,Walgreens,57,SBTI_2218Forbes_158
sbti_forbes_5792,SBTI_5792,Forbes_514,Vereinigte Papierwarenfabriken GmbH,Murata Manufacturing,40,SBTI_5792Forbes_514
sbti_forbes_4596,SBTI_4596,Forbes_1157,"Ryumeikan Holdings Co.,Ltd.",Yum China Holdings,65,SBTI_4596Forbes_1157
sbti_forbes_3869,SBTI_3869,Forbes_835,NITTON93 NORGE AS,East Money Information  ,51,SBTI_3869Forbes_835
sbti_forbes_2528,SBTI_2528,Forbes_1992,HR PATH,Match Group,56,SBTI_2528Forbes_1992
sbti_forbes_1558,SBTI_1558,Forbes_1060,e-hoch-3 eco impact experts GmbH & Co. KG,Cosmo Energy Holdings,41,SBTI_1558Forbes_1060
sbti_forbes_5607,SBTI_5607,Forbes_673,Trischel Fabric (Pvt) Ltd.,Porsche Automobil Holding,54,SBTI_5607Forbes_673
sbti_forbes_239,SBTI_239,Forbes_214,Alpharmaxim Limited,Takeda Pharmaceutical,55,SBTI_239Forbes_214
sbti_forbes_499,SBTI_499,Forbes_398,AUTAJON,Eaton,67,SBTI_499Forbes_398
sbti_forbes_1864,SBTI_1864,Forbes_556,Fever-Tree,Dollar Tree,57,SBTI_1864Forbes_556
sbti_forbes_1471,SBTI_1471,Forbes_1164,Direct Corporate Clothing Plc,CJ Corporation,51,SBTI_1471Forbes_1164
sbti_forbes_4960,SBTI_4960,Forbes_1342,Sodexo Pass Belgium,StoneX Group,52,SBTI_4960Forbes_1342
sbti_forbes_2646,SBTI_2646,Forbes_461,Industrie Cartarie Tronchetti Spa,Toyota Industries,56,SBTI_2646Forbes_461
sbti_forbes_1085,SBTI_1085,Forbes_27,Citation Group,Citigroup,78,SBTI_1085Forbes_27
sbti_forbes_3425,SBTI_3425,Forbes_37,"Maruwa Co., Ltd.",Goldman Sachs Group,50,SBTI_3425Forbes_37
sbti_forbes_3762,SBTI_3762,Forbes_452,Nature's Management,Waste Management,80,SBTI_3762Forbes_452
sbti_forbes_339,SBTI_339,Forbes_324,APL Apollo Tubes Limited,Applied Materials,54,SBTI_339Forbes_324
sbti_forbes_5971,SBTI_5971,Forbes_1773,Willerby Landscapes Ltd.,Power Assets Holdings,50,SBTI_5971Forbes_1773
sbti_forbes_5763,SBTI_5763,Forbes_261,VAN ELLE HOLDINGS PLC,Seven & I Holdings,65,SBTI_5763Forbes_261
sbti_forbes_5470,SBTI_5470,Forbes_1832,"Tianjin Heavy Steel Mechanical Equipment Co.,Ltd.",Zhejiang Expressway Co. Ltd.,47,SBTI_5470Forbes_1832
sbti_forbes_761,SBTI_761,Forbes_168,Boom Supersonic,Medtronic,58,SBTI_761Forbes_168
sbti_forbes_5650,SBTI_5650,Forbes_1244,Twinbee Home S.L.,Kobe Steel,54,SBTI_5650Forbes_1244
sbti_forbes_5645,SBTI_5645,Forbes_306,TÜV SÜD,TJX Cos,50,SBTI_5645Forbes_306
sbti_forbes_3711,SBTI_3711,Forbes_1284,MYOPLA,Popular,62,SBTI_3711Forbes_1284
sbti_forbes_405,SBTI_405,Forbes_807,Artwell Holdings Ltd,T&D Holdings,69,SBTI_405Forbes_807
sbti_forbes_5855,SBTI_5855,Forbes_1207,Vistra Corp.,Vistra Energy,67,SBTI_5855Forbes_1207
sbti_forbes_4174,SBTI_4174,Forbes_92,Pegasystems Inc,Cisco Systems,71,SBTI_4174Forbes_92
sbti_forbes_4011,SBTI_4011,Forbes_322,Olam,Holcim,60,SBTI_4011Forbes_322
sbti_forbes_3327,SBTI_3327,Forbes_677,M Group Services Ltd,Republic Services,65,SBTI_3327Forbes_677
sbti_forbes_4863,SBTI_4863,Forbes_1268,"Sichuan Yongxiang Co., LTD.",Chongqing Changan Auto,57,SBTI_4863Forbes_1268
sbti_forbes_912,SBTI_912,Forbes_1936,Candy Spa,Ansys,57,SBTI_912Forbes_1936
sbti_forbes_1637,SBTI_1637,Forbes_1042,ELECTRO AÇO ALTONA S A,Delta Electronics,63,SBTI_1637Forbes_1042
sbti_forbes_4200,SBTI_4200,Forbes_1564,Pets at Home Group,Hoa Phat Group,69,SBTI_4200Forbes_1564
sbti_forbes_880,SBTI_880,Forbes_67,Cabify,AbbVie,50,SBTI_880Forbes_67
sbti_forbes_4566,SBTI_4566,Forbes_791,Rovensa Group,Lonza Group,75,SBTI_4566Forbes_791
sbti_forbes_2733,SBTI_2733,Forbes_1164,IOI Corporation Berhad,CJ Corporation,67,SBTI_2733Forbes_1164
sbti_forbes_970,SBTI_970,Forbes_680,CASSINA IXC.Ltd.,Cardinal Health,53,SBTI_970Forbes_680
sbti_forbes_4283,SBTI_4283,Forbes_498,PPF Telecom Group B.V.,Lenovo Group,61,SBTI_4283Forbes_498
sbti_forbes_1586,SBTI_1586,Forbes_1666,Econocom SA,Ceconomy,63,SBTI_1586Forbes_1666
sbti_forbes_6023,SBTI_6023,Forbes_469,Worthington Cylinders GmbH,Kinder Morgan,51,SBTI_6023Forbes_469
sbti_forbes_3101,SBTI_3101,Forbes_707,Kubrick Group Limited,Publicis Groupe,61,SBTI_3101Forbes_707
sbti_forbes_3626,SBTI_3626,Forbes_62,Mobile Telecommunications Company (Zain),Bank of Communications,60,SBTI_3626Forbes_62
sbti_forbes_5859,SBTI_5859,Forbes_22,Vita Health Group,UnitedHealth Group,69,SBTI_5859Forbes_22
sbti_forbes_3073,SBTI_3073,Forbes_841,Koninklijke Paardekooper Group,Jinke Property Group,68,SBTI_3073Forbes_841
sbti_forbes_4677,SBTI_4677,Forbes_1265,Saur,Sharp,67,SBTI_4677Forbes_1265
sbti_forbes_4914,SBTI_4914,Forbes_857,SITA,Sika,75,SBTI_4914Forbes_857
sbti_forbes_642,SBTI_642,Forbes_76,Bellway Homes Limited,The Home Depot,51,SBTI_642Forbes_76
sbti_forbes_1492,SBTI_1492,Forbes_746,Dolmen Spa,PKN Orlen,63,SBTI_1492Forbes_746
sbti_forbes_1711,SBTI_1711,Forbes_160,Envision Group,Generali Group,64,SBTI_1711Forbes_160
sbti_forbes_644,SBTI_644,Forbes_248,Belron®,Exelon,67,SBTI_644Forbes_248
sbti_forbes_884,SBTI_884,Forbes_1381,"Cadence Design Systems, Inc.",Cadence Design,70,SBTI_884Forbes_1381
sbti_forbes_5637,SBTI_5637,Forbes_531,TUNG MUNG INTERNATIONAL PTE. LTD,Kuehne & Nagel International,70,SBTI_5637Forbes_531
sbti_forbes_315,SBTI_315,Forbes_251,ANHUI LEOCH POWER SUPPLY CORP,Power Corp of Canada,61,SBTI_315Forbes_251
sbti_forbes_4279,SBTI_4279,Forbes_1887,Posti Group Ltd.,Grupa LOTOS,69,SBTI_4279Forbes_1887
sbti_forbes_3841,SBTI_3841,Forbes_213,Nikwax,Nike,60,SBTI_3841Forbes_213
sbti_forbes_863,SBTI_863,Forbes_344,Bursa Malaysia Berhad,MS&AD Insurance,50,SBTI_863Forbes_344
sbti_forbes_2258,SBTI_2258,Forbes_165,GROUPE SERVICES FRANCE (GSF),PNC Financial Services,62,SBTI_2258Forbes_165
sbti_forbes_1361,SBTI_1361,Forbes_1412,Data4 services,Quanta Services,83,SBTI_1361Forbes_1412
sbti_forbes_2101,SBTI_2101,Forbes_1522,Genpact,Gecina,62,SBTI_2101Forbes_1522
sbti_forbes_2613,SBTI_2613,Forbes_698,ILJIN Global,S&P Global,64,SBTI_2613Forbes_698
sbti_forbes_1454,SBTI_1454,Forbes_1711,DIC Corporation,Sumec Corporation,81,SBTI_1454Forbes_1711
sbti_forbes_1448,SBTI_1448,Forbes_1940,Diab International AB,ASM International,79,SBTI_1448Forbes_1940
sbti_forbes_5411,SBTI_5411,Forbes_291,The Kroger Co.,Kroger,63,SBTI_5411Forbes_291
sbti_forbes_1674,SBTI_1674,Forbes_466,Emirates NBD Bank (P.J.S.C.),Emirates NBD,65,SBTI_1674Forbes_466
